sample_id,product_name,manufacturer_name,manufacturer_address,net_quantity,unit_of_measurement,mrp_declaration,mrp_value_rupees,packing_date,consumer_care_phone,consumer_care_email,country_of_origin,unit_sale_price,label_readability,product_category,compliance_status,compliance_score,violations_count,violation_labels
SIH26034-00164,Tang Orange Drink Mix,Adani Wilmar Ltd,"Fortune House, Near Navrangpura Bus Stop, Ahmedabad, Gujarat - 380009",250kg,kg,Rs. 887.83 (Incl. of all taxes),887.83,03/2025,1800-425-6789,grievance@brand.in,India,Rs. 3.55 per kg,MODERATE,Personal Care,COMPLIANT,100,0,None
SIH26034-00165,Dettol Original Soap,Parle Products Pvt. Ltd.,"Parle Products, V.J.T.I. Campus, Matunga, Mumbai - 400019",1000g,g,Rs. 694.57 (Incl. of all taxes),694.57,01/2024,1800-120-3345,support@india.com,India,Rs. 0.69 per g,MODERATE,Dairy Products,COMPLIANT,100,0,None
SIH26034-00166,Colgate MaxFresh Toothpaste,Nestle India Ltd,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",51N,N,Rs. 392.46 (Incl. of all taxes),392.46,09/2024,1800-267-8900,consumer@brand.com,India,Rs. 7.7 per N,GOOD,Personal Care,COMPLIANT,100,0,None
SIH26034-00167,Vim Dishwash Bar,KRBL Limited,"KRBL Ltd., Post Box No. 3, 5, Community Centre, New Delhi - 110017",750ml,ml,Rs. 147.19 (Incl. of all taxes),147.19,06/2023,1800-120-3345,support@india.com,Manufactured in India,Rs. 0.2 per ml,MODERATE,Food & Beverages,COMPLIANT,100,0,None
SIH26034-00168,Bournvita Health Drink,Parle Products Pvt. Ltd.,Parle Products,2ml,ml,Rs. 41.0 (Incl. of all taxes),41.0,02/2024,1800-120-3345,support@india.com,Manufactured in India,Rs. 20.5 per ml,GOOD,Dairy Products,NON_COMPLIANT,85,1,LM-PC-003: Incomplete address (no PIN/State)
SIH26034-00169,Nescafe Classic Coffee,Hindustan Unilever Ltd,"Unilever House, B.D. Sawant Marg, Chakala, Andheri (E), Mumbai - 400099",5kg,kg,Rs. 968.56 (Incl. of all taxes),968.56,02/2024,1800-120-3345,support@india.com,India,Rs. 193.71 per kg,GOOD,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00170,Fortified Cow Ghee,Nestle India Ltd,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",57N,N,Rs. 654.88 (Incl. of all taxes),654.88,03/2023,1800-425-6789,grievance@brand.in,India,Rs. 11.49 per N,POOR,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00171,Whole Wheat Atta,Britannia Industries Ltd,"No. 5/1A, Hungerford Street, Kolkata, West Bengal - 700017",5g,g,Rs. 286.28 (Incl. of all taxes),286.28,05/2025,1800-120-3345,support@india.com,India,Rs. 57.26 per g,POOR,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00172,Amul Butter,Britannia Industries Ltd,No. 5/1A,750ml,ml,Rs. 776.17 (Incl. of all taxes),776.17,04/2024,,,India,Rs. 1.03 per ml,POOR,Dairy Products,NON_COMPLIANT,70,2,LM-PC-003: Incomplete address (no PIN/State); LM-PC-007: Missing consumer care contact
SIH26034-00173,Vim Dishwash Bar,Adani Wilmar Ltd,"Fortune House, Near Navrangpura Bus Stop, Ahmedabad, Gujarat - 380009",200l,l,Rs. 971.88 (Incl. of all taxes),971.88,04/2023,1800-425-6789,grievance@brand.in,India,Rs. 4.86 per l,GOOD,Dairy Products,COMPLIANT,100,0,None
SIH26034-00174,,,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",200l,l,Rs. 990.68 (Incl. of all taxes),990.68,04/2024,1800-425-6789,grievance@brand.in,Made in India,Rs. 4.95 per l,GOOD,Dairy Products,NON_COMPLIANT,65,2,LM-PC-002: Missing manufacturer name; LM-PC-001: Missing product name
SIH26034-00175,Bournvita Health Drink,KRBL Limited,"KRBL Ltd., Post Box No. 3, 5, Community Centre, New Delhi - 110017",100l,l,Rs. 550.52 (Incl. of all taxes),550.52,01/2024,,,India,Rs. 5.51 per l,GOOD,Household Cleaning,NON_COMPLIANT,85,1,LM-PC-007: Missing consumer care contact
SIH26034-00176,Refined Sunflower Oil,Procter & Gamble,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri East, Mumbai - 400099",95N,N,Rs. 671.86 (Incl. of all taxes),671.86,02/2023,,,India,Rs. 7.07 per N,MODERATE,Food & Beverages,NON_COMPLIANT,85,1,LM-PC-007: Missing consumer care contact
SIH26034-00177,Premium Basmati Rice,ITC Limited,"ITC Limited, Virginia House, 37, J.L. Nehru Road, Kolkata - 700071",5kg,kg,Rs. 665.33 (Incl. of all taxes),665.33,09/2024,1800-120-3345,support@india.com,India,,POOR,Food & Beverages,NON_COMPLIANT,90,1,LM-PC-009: Missing unit sale price
SIH26034-00178,MDH Garam Masala,Adani Wilmar Ltd,"Fortune House, Near Navrangpura Bus Stop, Ahmedabad, Gujarat - 380009",200kg,kg,Rs. 283.45 (Incl. of all taxes),283.45,06/2023,1800-120-3345,support@india.com,,Rs. 1.42 per kg,GOOD,Personal Care,NON_COMPLIANT,85,1,LM-PC-008: Missing country of origin
SIH26034-00179,Kwality Wall's Ice Cream,Adani Wilmar Ltd,"Fortune House, Near Navrangpura Bus Stop, Ahmedabad, Gujarat - 380009",35N,N,Rs. 1159.09 (Incl. of all taxes),1159.09,09/2024,1800-267-8900,consumer@brand.com,Manufactured in India,Rs. 33.12 per N,POOR,Health & Nutrition,COMPLIANT,100,0,None
SIH26034-00180,Ariel Matic Detergent,Amul (GCMMF),"P.O. Box 10, Amul Dairy Road, Anand, Gujarat - 388001",2l,l,Rs. 274.33 (Incl. of all taxes),274.33,06/2024,1800-123-4567,care@company.in,India,Rs. 137.16 per l,MODERATE,Personal Care,COMPLIANT,100,0,None
SIH26034-00181,Tata Salt (Iodized),,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri East, Mumbai - 400099",1gms,gms,Rs. 919.26,919.26,05/2023,1800-120-3345,support@india.com,India,Rs. 919.26 per l,POOR,Health & Nutrition,NON_COMPLIANT,45,3,LM-PC-005: MRP missing 'inclusive of all taxes' phrase; LM-PC-004: Non-standard unit 'gms'; LM-PC-002: Missing manufacturer name
SIH26034-00182,Maggi 2-Minute Noodles,Britannia Industries Ltd,"No. 5/1A, Hungerford Street, Kolkata, West Bengal - 700017",1l,l,Rs. 498.01 (Incl. of all taxes),498.01,04/2024,1800-267-8900,consumer@brand.com,India,Rs. 498.01 per l,MODERATE,Personal Care,COMPLIANT,100,0,None
SIH26034-00183,Ariel Matic Detergent,Britannia Industries Ltd,"No. 5/1A, Hungerford Street, Kolkata, West Bengal - 700017",500ml,ml,Rs. 803.15,803.15,06/2023,1800-120-3345,support@india.com,India,Rs. 1.61 per ml,MODERATE,Food & Beverages,NON_COMPLIANT,80,1,LM-PC-005: MRP missing 'inclusive of all taxes' phrase
SIH26034-00184,Colgate MaxFresh Toothpaste,,"No. 5/1A, Hungerford Street, Kolkata, West Bengal - 700017",500kg,kg,Rs. 108.58 (Incl. of all taxes),108.58,09/2024,1800-267-8900,consumer@brand.com,India,Rs. 0.22 per kg,GOOD,Dairy Products,NON_COMPLIANT,85,1,LM-PC-002: Missing manufacturer name
SIH26034-00185,,Nestle India Ltd,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",37N,N,Rs. 170.25 (Incl. of all taxes),170.25,03/2024,1800-267-8900,consumer@brand.com,India,Rs. 4.6 per N,MODERATE,Food & Beverages,NON_COMPLIANT,80,1,LM-PC-001: Missing product name
SIH26034-00186,,,"KRBL Ltd., Post Box No. 3, 5, Community Centre, New Delhi - 110017",80N,N,Rs. 760.39 (Incl. of all taxes),760.39,03/2025,1800-425-6789,grievance@brand.in,India,Rs. 9.5 per N,MODERATE,Dairy Products,NON_COMPLIANT,65,2,LM-PC-001: Missing product name; LM-PC-002: Missing manufacturer name
SIH26034-00187,Ariel Matic Detergent,Procter & Gamble,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri East, Mumbai - 400099",200l,l,Rs. 158.39 (Incl. of all taxes),158.39,03/2023,1800-425-6789,grievance@brand.in,Made in India,Rs. 0.79 per l,GOOD,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00188,,Nestle India Ltd,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",750ml,ml,Rs. 152.37 (Incl. of all taxes),152.37,06/2025,1800-120-3345,support@india.com,India,Rs. 0.2 per ml,POOR,Food & Beverages,NON_COMPLIANT,80,1,LM-PC-001: Missing product name
SIH26034-00189,Britannia Good Day Cookies,Nestle India Ltd,"100/101, World Trade Centre, Barakhamba Lane, New Delhi - 110001",750ml,ml,Rs. 906.13 (Incl. of all taxes),906.13,09/2023,1800-120-3345,support@india.com,India,Rs. 1.21 per ml,GOOD,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00190,Kissan Mixed Fruit Jam,Dabur India Ltd,"Dabur India Ltd., 8/3, Asaf Ali Road, New Delhi - 110002",1l,l,Rs. 367.36 (Incl. of all taxes),367.36,03/2024,1800-425-6789,grievance@brand.in,India,Rs. 367.36 per l,GOOD,Personal Care,COMPLIANT,100,0,None
SIH26034-00191,Dettol Original Soap,KRBL Limited,"KRBL Ltd., Post Box No. 3, 5, Community Centre, New Delhi - 110017",2l,l,Rs. 652.79 (Incl. of all taxes),652.79,07/2024,1800-120-3345,support@india.com,India,Rs. 326.39 per l,POOR,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00192,Tang Orange Drink Mix,Procter & Gamble,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri East, Mumbai - 400099",750ml,ml,Rs. 532.79 (Incl. of all taxes),532.79,01/2025,1800-120-3345,support@india.com,India,Rs. 0.71 per ml,POOR,Household Cleaning,NON_COMPLIANT,90,1,LM-PC-010: Poor label readability
SIH26034-00193,Colgate MaxFresh Toothpaste,Hindustan Unilever Ltd,"Unilever House, B.D. Sawant Marg, Chakala, Andheri (E), Mumbai - 400099",3N,N,Rs. 370.25 (Incl. of all taxes),370.25,01/2024,1800-425-6789,grievance@brand.in,Manufactured in India,Rs. 123.42 per N,GOOD,Dairy Products,COMPLIANT,100,0,None
SIH26034-00194,Britannia Good Day Cookies,Tata Consumer Products,"1 Bishop Lefroy Road, Kolkata, West Bengal - 700020",69N,N,Rs. 1111.81 (Incl. of all taxes),1111.81,12/2024,1800-425-6789,grievance@brand.in,India,Rs. 16.11 per N,GOOD,Food & Beverages,COMPLIANT,100,0,None
SIH26034-00195,Kwality Wall's Ice Cream,Tata Consumer Products,"1 Bishop Lefroy Road, Kolkata, West Bengal - 700020",100ml,ml,Rs. 1073.24 (Incl. of all taxes),1073.24,05/2023,1800-120-3345,support@india.com,India,Rs. 10.73 per ml,GOOD,Personal Care,COMPLIANT,100,0,None
SIH26034-00196,Amul Butter,Adani Wilmar Ltd,"Fortune House, Near Navrangpura Bus Stop, Ahmedabad, Gujarat - 380009",57m,m,Rs. 108.65 (Incl. of all taxes),108.65,11/2024,1800-123-4567,care@company.in,India,Rs. 1.91 per m,GOOD,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00197,Kissan Mixed Fruit Jam,Procter & Gamble,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri East, Mumbai - 400099",1000kg,kg,Rs. 94.74 (Incl. of all taxes),94.74,02/2023,1800-123-4567,care@company.in,India,Rs. 0.09 per kg,MODERATE,Health & Nutrition,COMPLIANT,100,0,None
SIH26034-00198,Lipton Green Tea,Britannia Industries Ltd,"No. 5/1A, Hungerford Street, Kolkata, West Bengal - 700017",100l,l,Rs. 1038.65 (Incl. of all taxes),1038.65,11/2024,1800-425-6789,grievance@brand.in,India,Rs. 10.39 per l,GOOD,Household Cleaning,COMPLIANT,100,0,None
SIH26034-00199,Nescafe Classic Coffee,Hindustan Unilever Ltd,"Unilever House, B.D. Sawant Marg, Chakala, Andheri (E), Mumbai - 400099",500kg,kg,Rs. 496.6 (Incl. of all taxes),496.6,08/2023,1800-123-4567,care@company.in,India,Rs. 0.99 per kg,MODERATE,Food & Beverages,COMPLIANT,100,0,None
SIH26034-00200,Maggi 2-Minute Noodles,Amul (GCMMF),"P.O. Box 10, Amul Dairy Road, Anand, Gujarat - 388001",5kg,kg,Rs. 279.16 (Incl. of all taxes),279.16,07/2023,1800-120-3345,support@india.com,India,Rs. 55.83 per kg,MODERATE,Health & Nutrition,COMPLIANT,100,0,None
