sample_id,batch_number,barcode,product_name,product_category,manufacturer_name,manufacturer_address,net_quantity,unit_of_measurement,mrp_declaration,mrp_value_inr,unit_sale_price,packing_date,consumer_care_phone,consumer_care_email,country_of_origin,label_readability,compliance_status,compliance_score,risk_tier,violation_count,violated_rules,violation_descriptions
LM-GEN-00147,BN5156,8902916633663,Instant Noodles,Snacks & Bakery,,NH-44 Bypass Road,140g,g,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.0679 per g,02/2022,,,Bangladesh,MODERATE,NON_COMPLIANT,55,HIGH,3,LM-PC-002; LM-PC-003; LM-PC-007,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00148,BN8680,8909375037662,Cream Biscuits,Snacks & Bakery,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",50grms,grms,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.4 per g,01/2024,,,USA,POOR,NON_COMPLIANT,52,HIGH,3,LM-PC-004; LM-PC-010; LM-PC-007,Non-standard unit 'grms' used (must be SI: g/kg/ml/l/N/m) | Label text readability below minimum statutory requirement (Rule 7) | Consumer care helpline and email not provided
LM-GEN-00149,BN4694,8904567792757,Lip Balm,Personal Care,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",8GMS,GMS,MRP Rs. 650 (Incl. of all taxes),650,Rs. 81.25 per g,01/2024,1800-572-3344,grievance@goods.in,India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'GMS' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00150,BN3239,8902779294362,Full Cream Milk Powder,Dairy,MP Agro Industries,Pologround Industrial Area,1000g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 0.65 per g,02/2022,1800-123-7890,info@pack.in,,POOR,NON_COMPLIANT,62,MEDIUM,3,LM-PC-008; LM-PC-003; LM-PC-010,Country of Origin declaration missing | Incomplete address — PIN code / State missing | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00151,BN3539,8909161001858,,Pulses,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",2N,N,MRP Rs. 999 (Incl. of all taxes),999,Rs. 499.5 per N,02/2023,1800-572-3344,grievance@goods.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00152,BN8946,8903285230764,Instant Noodles,Snacks & Bakery,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",140g,g,MRP Rs. 550 (Incl. of all taxes),550,Rs. 3.9286 per g,02/2023,1800-890-0011,help@business.co.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00153,BN2044,8907190330865,,Condiments,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",400grm,grm,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.0875 per g,06/2023,1800-200-5678,care@brand.com,India,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-004,Missing product/commodity name on label | Non-standard unit 'grm' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00154,BN1849,8902319339224,Paneer,Dairy,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",100g,g,MRP Rs. 350 (Incl. of all taxes),350,Rs. 3.5 per g,11/2023,1800-200-5678,care@brand.com,USA,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00155,BN5821,8908906993557,,Spices,Apex Consumer Products,No. 7,50g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 13.0 per g,05/2022,1800-419-8900,consumer@product.in,Bangladesh,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-003; LM-PC-001,Incomplete address — PIN code / State missing | Missing product/commodity name on label
LM-GEN-00156,BN6999,8908537507772,Pen (Ball Point),Stationery,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",5N,N,MRP Rs. 350 (Incl. of all taxes),350,Rs. 1.4 per ml,04/2024,011-23456789,contact@firm.co.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00157,BN9494,8904361328949,Deodorant Spray,Personal Care,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",75ml,ml,MRP Rs. 120,120,,06/2023,1800-890-0011,help@business.co.in,India,GOOD,NON_COMPLIANT,67,MEDIUM,2,LM-PC-009; LM-PC-005,Unit Sale Price (USP) not declared | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00158,BN5491,8908830839263,Coriander Powder,Health,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",100g,g,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.15 per g,08/2024,,,Manufactured in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00159,BN3243,8904086206155,Fabric Softener,Household,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",250ml,ml,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 5.996 per ml,02/2024,1800-419-8900,consumer@product.in,Made in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00160,BN1004,8903294234734,Full Cream Milk Powder,Dairy,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",500g,g,MRP Rs. 200 (Incl. of all taxes),200,Rs. 0.4 per g,08/2024,1800-123-7890,info@pack.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00161,BN1084,8906252434352,Curd (Dahi),Dairy,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",400g,g,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.18 per g,06/2022,1800-419-8900,consumer@product.in,USA,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00162,BN6130,8904513594897,Carbonated Soft Drink,Stationery,JR Manufacturing,K-18,500ml,ml,MRP Rs. 120 (Incl. of all taxes),120,Rs. 0.24 per ml,05/2024,011-23456789,contact@firm.co.in,Germany,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00163,BN3638,8906910131748,Carbonated Soft Drink,Pulses,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",500ml,ml,MRP Rs. 25 (Incl. of all taxes),25,,04/2023,011-23456789,contact@firm.co.in,India,GOOD,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00164,BN6202,8906935880793,Fruit Juice (Tetra Pack),Beverages,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",100ml,ml,MRP Rs. 850 (Incl. of all taxes),850,Rs. 8.5 per ml,04/2024,,,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00165,BN3912,8909293992322,Talcum Powder,Personal Care,,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",200g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 0.495 per g,,1800-419-8900,consumer@product.in,Bangladesh,MODERATE,NON_COMPLIANT,70,MEDIUM,2,LM-PC-006; LM-PC-002,Month and year of manufacture / packing not declared | Manufacturer/packer name not declared
LM-GEN-00166,BN7545,8904090853199,Hair Oil,Personal Care,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",100ml,ml,MRP Rs. 350 (Incl. of all taxes),350,Rs. 3.5 per ml,03/2024,1800-123-7890,info@pack.in,China,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00167,BN7754,8902465023404,Fruit Jam,Condiments,,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",500g,g,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.07 per g,01/2023,1800-890-0011,help@business.co.in,,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-008; LM-PC-002,Country of Origin declaration missing | Manufacturer/packer name not declared
LM-GEN-00168,BN3451,8904169394541,Dish Wash Bar,Household,Sunrise Foods Pvt. Ltd.,Plot No. 14,500Kgs,Kgs,MRP Rs. 750 (Incl. of all taxes),750,Rs. 1.5 per g,,011-23456789,contact@firm.co.in,China,POOR,NON_COMPLIANT,37,CRITICAL,4,LM-PC-003; LM-PC-004; LM-PC-010; LM-PC-006,Incomplete address — PIN code / State missing | Non-standard unit 'Kgs' used (must be SI: g/kg/ml/l/N/m) | Label text readability below minimum statutory requirement (Rule 7) | Month and year of manufacture / packing not declared
LM-GEN-00169,BN9859,8903825766758,Moisturizing Cream,Personal Care,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",100ml,ml,MRP Rs. 650 (Incl. of all taxes),650,Rs. 6.5 per ml,,011-23456789,contact@firm.co.in,India,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-006; LM-PC-010,Month and year of manufacture / packing not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00170,BN8652,8903779267318,Glass Cleaner,Household,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",250ml,ml,MRP Rs. 650 (Incl. of all taxes),650,Rs. 2.6 per ml,,1800-103-1234,support@company.in,India,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-006; LM-PC-010,Month and year of manufacture / packing not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00171,BN7399,8903822804417,Basmati Rice,Staples,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",2lts,lts,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 599.5 per kg,08/2022,011-23456789,contact@firm.co.in,India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'lts' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00172,BN9155,8901379836485,,Agriculture,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",0.5kg,kg,MRP Rs. 999,999,Rs. 1998.0 per kg,07/2024,1800-890-0011,help@business.co.in,Germany,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-005,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00173,BN7692,8902004195063,,Beverages,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",500g,g,MRP Rs. 499 (Incl. of all taxes),499,Rs. 0.998 per g,,1800-103-1234,support@company.in,Manufactured in India,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-006; LM-PC-001,Month and year of manufacture / packing not declared | Missing product/commodity name on label
LM-GEN-00174,BN2649,8906886894282,Detergent Powder,Household,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",0.5kg,kg,MRP Rs. 99 (Incl. of all taxes),99,Rs. 198.0 per kg,12/2022,1800-419-8900,consumer@product.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00175,BN7262,8907185118108,Drinking Water,Beverages,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",0.5l,l,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 2398.0 per l,05/2022,1800-200-5678,care@brand.com,,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00176,BN5975,8907439304609,Coriander Powder,Spices,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",50g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 23.98 per g,07/2024,1800-419-8900,consumer@product.in,USA,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00177,BN9200,8909229435478,Hybrid Tomato Seeds,Agriculture,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",10g,g,MRP Rs. 35 (Incl. of all taxes),35,Rs. 3.5 per g,04/2022,1800-890-0011,help@business.co.in,India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00178,BN7350,8907490091177,Butter,Stationery,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",200g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 7.495 per g,03/2022,,,Bharat,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00179,BN7579,8905828731854,Health Drink Mix,Beverages,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",250g,g,MRP Rs. 750,750,,02/2024,1800-123-7890,info@pack.in,USA,GOOD,NON_COMPLIANT,67,MEDIUM,2,LM-PC-009; LM-PC-005,Unit Sale Price (USP) not declared | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00180,BN7166,8909917726066,Sugar,Staples,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",1kg,kg,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.36 per ml,04/2024,1800-200-5678,care@brand.com,Manufactured in India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00181,BN9210,8908369156359,Multivitamin Tablets,Health,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",30N,N,MRP Rs. 750 (Incl. of all taxes),750,Rs. 25.0 per N,02/2023,1800-419-8900,consumer@product.in,Manufactured in India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00182,BN5698,8902902605170,Hair Conditioner,Personal Care,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",87.5Gms,Gms,MRP Rs. 99 (Incl. of all taxes),99,,,1800-572-3344,grievance@goods.in,Bharat,GOOD,NON_COMPLIANT,52,HIGH,3,LM-PC-004; LM-PC-006; LM-PC-009,Non-standard unit 'Gms' used (must be SI: g/kg/ml/l/N/m) | Month and year of manufacture / packing not declared | Unit Sale Price (USP) not declared
LM-GEN-00183,BN5945,8903677211755,,Stationery,,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",50m,m,MRP Rs. 75 (Incl. of all taxes),75,,02/2024,1800-419-8900,consumer@product.in,,MODERATE,NON_COMPLIANT,37,CRITICAL,4,LM-PC-002; LM-PC-001; LM-PC-008; LM-PC-009,Manufacturer/packer name not declared | Missing product/commodity name on label | Country of Origin declaration missing | Unit Sale Price (USP) not declared
LM-GEN-00184,BN6298,8903475686842,Tea Bags,Beverages,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",50g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 23.98 per g,,1800-123-7890,info@pack.in,Manufactured in India,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00185,BN5392,8909751032268,Rock Salt,Staples,,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",250g,g,MRP Rs. 250 (Incl. of all taxes),250,,10/2022,011-23456789,contact@firm.co.in,USA,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-002; LM-PC-009,Manufacturer/packer name not declared | Unit Sale Price (USP) not declared
LM-GEN-00186,BN3024,8902913729341,Moisturizing Cream,Personal Care,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",50ml,ml,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.3 per ml,12/2023,1800-890-0011,help@business.co.in,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00187,BN4025,8908719479118,Mosquito Repellent Liquid,Household,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",22.5ml,ml,MRP Rs. 499 (Incl. of all taxes),499,,04/2024,,,India,GOOD,NON_COMPLIANT,77,MEDIUM,2,LM-PC-007; LM-PC-009,Consumer care helpline and email not provided | Unit Sale Price (USP) not declared
LM-GEN-00188,BN6471,8908719842940,,Dairy,,"SY 22/3, Edapally, Kochi, Kerala - 682024",50g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 13.0 per g,10/2022,1800-123-7890,info@pack.in,India,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-001; LM-PC-002,Missing product/commodity name on label | Manufacturer/packer name not declared
LM-GEN-00189,BN1833,8905964355196,Fabric Softener,Staples,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",250ml,ml,MRP Rs. 299 (Incl. of all taxes),299,Rs. 1.196 per ml,02/2024,1800-123-7890,info@pack.in,,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00190,BN7370,8902354808814,,Beverages,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",100g,g,MRP Rs. 25 (Incl. of all taxes),25,Rs. 0.25 per g,05/2024,011-23456789,contact@firm.co.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00191,BN4709,8903460043740,Ayurvedic Churan,Health,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",50g,g,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.7 per g,03/2022,1800-890-0011,help@business.co.in,China,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00192,BN1719,8909269368597,,Household,,"SY 22/3, Edapally, Kochi, Kerala - 682024",100ml,ml,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.15 per ml,,,,Made in India,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-001; LM-PC-002; LM-PC-006; LM-PC-007,Missing product/commodity name on label | Manufacturer/packer name not declared | Month and year of manufacture / packing not declared | Consumer care helpline and email not provided
LM-GEN-00193,BN4579,8909020108220,Plain Biscuits,Snacks & Bakery,,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",200g,g,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.9 per g,02/2024,1800-200-5678,care@brand.com,India,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-010; LM-PC-002,Label text readability below minimum statutory requirement (Rule 7) | Manufacturer/packer name not declared
LM-GEN-00194,BN3999,8909449350786,Cow Ghee,Dairy,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 49.5 per l,04/2023,1800-890-0011,help@business.co.in,Bangladesh,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00195,BN3820,8902862241519,,Household,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",1000g,g,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.035 per g,04/2022,011-23456789,contact@firm.co.in,USA,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00196,BN5241,8905803608878,Tomato Ketchup,Condiments,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",1000g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 1.199 per g,02/2023,1800-419-8900,consumer@product.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00197,BN1221,8908213548896,Hair Conditioner,Dairy,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",350ml,ml,MRP Rs. 750 (Incl. of all taxes),750,Rs. 2.1429 per ml,10/2022,1800-419-8900,consumer@product.in,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00198,BN9743,8907488448037,Eraser,Stationery,Agro Vision Industries,Kumbargaon MIDC,5N,N,MRP Rs. 75 (Incl. of all taxes),75,Rs. 15.0 per N,02/2022,011-23456789,contact@firm.co.in,Made in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00199,BN7621,8907032656343,Hair Conditioner,Personal Care,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",350ml,ml,MRP Rs. 299,299,Rs. 0.8543 per ml,,1800-200-5678,care@brand.com,Bharat,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-005; LM-PC-006,MRP missing mandatory phrase 'inclusive of all taxes' | Month and year of manufacture / packing not declared
LM-GEN-00200,BN9465,8906196537660,Liquid Detergent,Household,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",500ml,ml,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 2.9975 per g,07/2023,011-23456789,contact@firm.co.in,USA,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00201,BN6784,8908121222839,Wheat Flour (Atta),Staples,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",5kg,kg,MRP Rs. 35 (Incl. of all taxes),35,Rs. 7.0 per kg,09/2023,1800-123-7890,info@pack.in,Made in India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00202,BN1602,8905883066246,Mustard Oil,Snacks & Bakery,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1000ml,ml,MRP Rs. 999,999,Rs. 0.999 per ml,02/2023,1800-123-7890,info@pack.in,India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00203,BN5455,8907639171061,Moong Dal,Pulses,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",1000g,g,MRP Rs. 150,150,Rs. 0.15 per g,12/2022,1800-419-8900,consumer@product.in,Germany,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00204,BN7206,8901185763466,,Health,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",200g,g,MRP Rs. 499,499,Rs. 2.495 per g,03/2023,1800-200-5678,care@brand.com,,GOOD,NON_COMPLIANT,35,CRITICAL,3,LM-PC-001; LM-PC-005; LM-PC-008,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing
LM-GEN-00205,BN7617,8903964435502,Drinking Water,Agriculture,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",0.5l,l,MRP Rs. 550 (Incl. of all taxes),550,Rs. 1100.0 per l,01/2023,1800-103-1234,support@company.in,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00206,BN2716,8903269861182,Shaving Cream,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",70g,g,MRP Rs. 250 (Incl. of all taxes),250,Rs. 3.5714 per g,10/2022,1800-200-5678,care@brand.com,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00207,BN9510,8907095644210,Fruit Jam,Condiments,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",1000mls,mls,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.035 per g,08/2024,1800-123-7890,info@pack.in,India,POOR,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'mls' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00208,BN6799,8906604083984,,Edible Oil,,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",500ml,ml,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 2.398 per ml,02/2023,011-23456789,contact@firm.co.in,Made in India,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-001; LM-PC-002,Missing product/commodity name on label | Manufacturer/packer name not declared
LM-GEN-00209,BN3363,8903957234401,Cumin Seeds,Spices,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",200g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.15 per g,02/2023,1800-890-0011,help@business.co.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00210,BN1803,8909682575867,Eraser,Stationery,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",20N,N,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 74.95 per N,10/2022,1800-200-5678,care@brand.com,Bangladesh,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00211,BN7006,8908036422964,Shampoo,Personal Care,Disha Exports & Imports,No. 34,200Gms,Gms,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 5.995 per ml,01/2024,1800-123-7890,info@pack.in,India,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-004; LM-PC-003,Non-standard unit 'Gms' used (must be SI: g/kg/ml/l/N/m) | Incomplete address — PIN code / State missing
LM-GEN-00212,BN3593,8905658670514,Red Chilli Powder,Spices,,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100g,g,MRP Rs. 299 (Incl. of all taxes),299,Rs. 2.99 per g,09/2023,1800-890-0011,help@business.co.in,,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-002; LM-PC-008,Manufacturer/packer name not declared | Country of Origin declaration missing
LM-GEN-00213,BN1600,8908647536867,Ayurvedic Churan,Health,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",200g,g,MRP Rs. 150 (Incl. of all taxes),150,Rs. 0.75 per g,10/2022,011-23456789,contact@firm.co.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00214,BN8652,8908542168530,Cumin Seeds,Spices,,Sector 63,200g,g,MRP Rs. 350 (Incl. of all taxes),350,Rs. 1.75 per g,01/2022,,,Manufactured in India,MODERATE,NON_COMPLIANT,55,HIGH,3,LM-PC-002; LM-PC-003; LM-PC-007,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00215,BN8670,8902911910644,Coriander Powder,Spices,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",100g,g,MRP Rs. 15,15,Rs. 0.15 per g,05/2023,1800-200-5678,care@brand.com,Germany,POOR,NON_COMPLIANT,67,MEDIUM,2,LM-PC-005; LM-PC-010,MRP missing mandatory phrase 'inclusive of all taxes' | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00216,BN6345,8908537263266,,Stationery,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",200ml,ml,MRP Rs. 750 (Incl. of all taxes),750,Rs. 3.75 per ml,07/2023,011-23456789,contact@firm.co.in,Germany,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00217,BN9532,8906150821456,Fruit Juice (Tetra Pack),Beverages,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",200ml,ml,MRP Rs. 299,299,Rs. 1.495 per ml,,1800-572-3344,grievance@goods.in,Bharat,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-005; LM-PC-006,MRP missing mandatory phrase 'inclusive of all taxes' | Month and year of manufacture / packing not declared
